,Unnamed: 0,DaysFromFirstDate,State,district,Gender_F,Gender_M,Gender_Non-Binary,Positive,Married_couples_None_Households,NumDistrictHospitals_HMIS,Main_source_of_drinking_water_Un_covered_well_Households,Negative,LPG_or_PNG_Households,Household_size_3_to_5_persons_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Power_Parity_Rs_330000_545000,Illiterate_Education,Cultivator_Workers,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Married_couples_3_or_more_Households,Female_ST,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Gender_Ratio,Households_with_Radio_Transistor,Marginal_Workers,Location_of_drinking_water_source_Away_Households,Married_couples_4_Households,Households_with_Telephone_Mobile_Phone_Both,Household_size_3_persons_Households,Power_Parity_Rs_425000_545000,Buddhists,Total_Power_Parity,Literate,Other_Workers,Having_bathing_facility_Total_Households,Households_with_Scooter_Motorcycle_Moped,type_Collection Site,Literate_Education,Ownership_Rented_Households,Main_source_of_drinking_water_River_Canal_Households,Household_size_6_8_persons_Households,deceased,Higher_Education,Married_couples_2_Households,Household_size_9_persons_and_above_Households,Area,Type_of_latrine_facility_Other_latrine_Households,Power_Parity_Rs_150000_240000,Female_Literate,Households,Main_source_of_drinking_water_Other_sources_Households,Housholds_with_Electric_Lighting,Married_couples_1_Households,DaysFromFirstDate_y,Main_source_of_drinking_water_Tapwater_Households,Power_Parity_Rs_45000_150000,Power_Parity_Rs_90000_150000,Urban_Households,Households_with_Telephone_Mobile_Phone_Mobile_only,Male_SC,NumSubDistrictHospitals_HMIS,recovered,Rural_population,Christians,confirmed,Urban_population,Main_source_of_drinking_water_Tubewell_Borehole_Households,Ownership_Owned_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Religion_Not_Stated,Below_Primary_Education,NumRuralHospitals_NHP18,Location_of_drinking_water_source_Near_the_premises_Households,Power_Parity_Rs_240000_330000,Primary_Education,Households_with_Telephone_Mobile_Phone_Landline_only,Other_Education,Not_having_bathing_facility_within_the_premises_Total_Households,active,Households_with_Bicycle,Others_Religions,Household_size_1_to_2_persons,Household_size_5_persons_Households,Female,Total_Education,Secondary_Education,NumUrbanBeds_NHP18,Male_Literate,Population,ST,DaysFromFirstDate_x,Hindus,Female_SC,Households_with_Internet,Type_of_latrine_facility_Pit_latrine_Households,Main_source_of_drinking_water_Spring_Households,Male,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Graduate_Education,Condition_of_occupied_census_houses_Dilapidated_Households,Age_not_stated,Power_Parity_Rs_45000_90000,Male_Workers,Female_Workers,Population.1,Power_Parity_Rs_330000_425000,Age_Group_50,Muslims,Non_Workers,TotalPublicHealthFacilities_HMIS,Married_couples_5__Households,Having_latrine_facility_within_the_premises_Total_Households,Workers,Age_Group_30_49,NumUrbanHospitals_NHP18,NumPrimaryHealthCenters_HMIS,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Married_couples_3_Households,Location_of_drinking_water_source_Within_the_premises_Households,type_Private Laboratory,Households_with_Telephone_Mobile_Phone,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Main_Workers,Agricultural_Workers,type_Government Laboratory,Male_ST,Middle_Education,Household_size_2_persons_Households,Rural_Households,Density,TotalSamples,Sikhs,Households_with_separate_kitchen_Cooking_inside_house,Households_with_Television,Households_with_Computer,NumCommunityHealthCenters_HMIS,Power_Parity_Above_Rs_545000,zone,Households_with_Car_Jeep_Van,Household_Workers,Age_Group_0_29,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Power_Parity_Less_than_Rs_45000,Jains,Household_size_4_persons_Households,Household_size_1_person_Households,Power_Parity_Rs_150000_330000,NumPublicBeds_HMIS,NumRuralBeds_NHP18,SC,District_code,state_active,state_recovered,state_deceased
76,76,3,Bihar,Munger,17,14,0,176.0,21424,43.0,48900,2299.0,49141,130791,1030,59858,75,498676,45953,419,9066,10409,13116,918,56958,193256,43505,1638,4853,30778,46,95,1424,801817,167566,109560,24259,0,849734,11182,862,85773,1,101907,33704,18796,"94,163",2634,137,328076,308063,4871,90461,199555,99,20237,861,307,85782,138260,97195,33.0,6,92341436,1815,62,11758016,7168,248457,1855,2576,226699,930.0,93833,20,158699,6558,4394,154189,55,112707,61,28389,52077,638724,1348410,147152,5936.0,473741,104099452,21404,99,1252319,86651,2653,12592,118,729041,184033,64469,20065,2586,554,327453,99205,1367765,29,188319,110416,941107,2146.0,463,102385,426658,316713,103.0,2007,2838,6965,126411,0,149671,6270,233402,196449,6,10995,146414,23445,222281,"1,102",14924.0,338,236192,69973,17946,63.0,42,3.0,3755,16690,860147,158542,287,145,47936,4944,157,17796.0,6083.0,183846,226,134,14,1
77,77,3,Bihar,Nalanda,2,1,0,176.0,43233,43.0,38426,2299.0,43761,191481,1462,122948,82,1324385,221240,892,46830,714,12505,918,81505,304471,99223,10089,9650,39387,51,414,2578,1519933,237574,180298,29239,0,1985188,17540,303,175870,0,177358,99650,76349,"94,163",3402,216,600375,616663,10732,101378,297609,99,38617,1587,523,102522,250849,315240,33.0,2,92341436,1978,34,11758016,6072,464186,7136,6435,581978,930.0,164405,22,486266,12973,11159,307024,32,121583,64,43622,83371,1380593,3309573,274556,5936.0,919558,104099452,1442,99,2669775,292432,4156,18056,325,1497060,390009,133032,44622,3199,1064,703405,342015,2877653,31,403129,198033,1832233,2146.0,4144,149675,1045420,642197,103.0,2007,3720,32597,223694,0,273472,12252,740949,534021,6,728,320839,33798,514141,"1,102",14924.0,393,444936,87070,43848,63.0,48,2.0,7955,52585,1829128,330701,624,561,68723,9824,238,17796.0,6083.0,607672,229,134,14,1
78,78,3,Bihar,Patna,1,1,0,176.0,77267,43.0,32808,2299.0,321307,411646,4474,223867,473,2590473,271216,1105,86592,4352,24702,918,227469,510619,97253,18736,33562,83095,293,1062,7065,3459679,867118,562795,176114,0,4920726,104162,885,328240,0,463361,183921,139437,"94,163",7981,692,1431632,1210094,14948,546859,609661,99,231255,4202,1877,552103,590486,482088,33.0,5,92341436,12551,26,11758016,90643,829728,11250,21668,1244842,930.0,252246,129,1095655,38617,46126,394646,21,430595,203,78118,175456,2759953,7511199,698351,5936.0,2028047,104099452,9069,99,5356075,438830,40692,33740,463,3078512,666585,452340,71080,13609,2325,1436411,445475,5838465,180,815638,439952,3956579,2146.0,7766,507581,1881886,1382654,103.0,2007,61156,60090,607942,0,662665,17401,1371267,658203,6,4717,920051,60489,657991,"1,102",14924.0,4803,899309,453344,132582,63.0,476,3.0,49821,85349,3626564,433555,1091,2151,153095,17629,821,17796.0,6083.0,920918,230,134,14,1
79,79,3,Bihar,Saran,0,1,0,176.0,54359,43.0,24127,2299.0,51822,226877,1249,203347,70,1313700,232097,404,70773,18464,7986,918,243581,494711,52347,16311,9488,47876,43,229,3667,2157454,272570,276656,68604,0,2653504,8764,435,238266,0,213251,132367,124352,"94,163",2889,355,871687,777622,6158,94787,384243,99,27833,2279,726,76299,398651,242976,33.0,1,92341436,2330,2,11758016,5389,628222,3010,7282,793945,930.0,207758,19,693465,15821,9848,365086,1,431759,107,52247,101370,1929041,3967204,361171,5936.0,1285767,104099452,36786,99,3534772,231090,4509,7473,71,2022821,578710,148065,55407,3330,1553,857660,182571,3951862,27,585386,406449,2911631,2146.0,7004,137526,1040231,847031,103.0,2007,5009,47458,381637,0,423960,7068,545520,493461,6,18322,433759,38867,701323,"1,102",14924.0,371,586793,128169,37442,63.0,52,2.0,10948,42103,2516115,495841,892,322,77631,13380,374,17796.0,6083.0,474066,219,134,14,1
80,80,3,Karnataka,Chikkaballapura,0,1,0,474.0,37923,42.0,2553,31914.0,50936,176104,1322,38358,70,380402,212226,383,8312,77331,4368,973,37835,104213,70194,1156,14141,43299,43,85,471,783222,200337,189857,57408,0,843041,38884,117,55018,2,80928,42283,10135,"191,791",2368,30,341064,409702,5017,257243,193793,99,201796,250,121,94053,135265,157628,147.0,10,37469335,4684,17,23625962,67599,238516,189,1078,100059,2471.0,146545,19,219778,18142,6631,92454,5,96837,77,41054,52927,618667,1223443,187040,49093.0,442158,61095297,156487,99,1100131,154937,2672,44568,467,636437,70656,55056,11839,1490,129,384452,255326,1255104,27,236864,147810,615326,2943.0,360,102957,639778,350299,374.0,2547,4772,6796,65572,5,167548,5984,535565,206939,12,79156,193549,28578,315649,319,35958.0,264,266111,152493,17360,207.0,39,2.0,6620,20276,666451,172302,65,975,79878,12476,49,56333.0,21072.0,312565,582,20,10,2
81,81,3,Karnataka,Mandya,0,1,0,474.0,61681,42.0,5650,31914.0,80452,281659,1460,21176,488,504734,388981,132,10999,11092,4053,973,103964,156507,57395,1467,15234,72440,300,299,2628,1149649,248434,388674,96273,0,1270494,47339,673,72273,0,157839,56457,12979,"191,791",2271,156,510981,562302,2085,391033,297441,99,330827,1388,609,103435,221352,131675,147.0,0,37469335,8506,15,23625962,58173,370797,151,2430,145178,2471.0,208469,134,309476,28508,19987,37904,15,192330,109,59667,77223,900684,1775228,308624,49093.0,638668,61095297,22402,99,1712695,133619,3367,91950,353,905085,84217,102838,18238,1126,779,575203,296205,1805769,188,375100,77801,934361,2943.0,300,159818,871408,527236,374.0,2547,6547,9232,160714,5,265094,3243,714901,216159,12,11310,226552,41173,458867,319,35958.0,322,415226,236020,20265,207.0,53,2.0,8188,17834,902307,261123,408,3607,131996,18494,290,56333.0,21072.0,265294,573,20,10,2
82,82,3,Kerala,Kasaragod,3,0,0,450.0,44156,53.0,157785,20830.0,74092,157758,189,6820,158,212905,23732,6792,10603,24907,17019,1084,75335,90298,31854,1776,95824,39574,80,362,1988,1037492,375996,236961,34267,0,1068310,22502,505,58340,0,122657,33751,20652,"38,863",380,126,521016,417805,8940,237670,179252,99,36736,1188,581,166164,110808,26385,82.0,157,17471135,87454,175,15934926,35578,240351,89,2226,115476,981.0,40315,183,268084,32813,16585,30801,18,27736,152,31012,49989,678762,1281215,238900,21139.0,516476,33406061,48857,99,729987,26898,10378,57109,6714,628613,40573,76192,15463,1754,607,325095,137903,1307375,78,246975,486913,844377,1297.0,385,245747,462998,369883,299.0,933,12210,8442,195593,2,239445,22951,372700,38774,10,23950,230416,22720,251641,859,21940.0,151,261196,179664,32484,229.0,28,2.0,19438,24496,688763,18973,305,130,68195,8292,309,39511.0,16865.0,53283,588,18,157,0
83,83,3,Tamil Nadu,Chennai,17,35,0,1755.0,118340,32.0,3500,62596.0,910262,798018,2888,15930,1962,419065,14454,80,17628,4854,2587,996,398414,197743,16519,1926,214074,237897,1214,2804,15742,3776276,1751824,1073399,515581,0,3642032,565934,49,122912,0,464207,111380,15916,"130,058",3927,1954,1808197,1314125,18353,1096334,859219,99,908587,5802,3685,1314125,688857,389001,310.0,99,37229590,358662,457,34917440,43461,522493,619,38356,167207,692.0,245763,1866,516445,114191,67277,33168,358,409796,1759,169721,182588,2310888,4061097,801050,37353.0,1968079,72147030,10061,99,3751322,390666,217368,7440,1061,2335844,170162,905515,9435,6894,2117,1369302,447995,4646732,748,899279,439270,2829435,2581.0,414,1057802,1817297,1468902,525.0,1854,264763,15288,844285,10,1017122,19543,1619554,13674,16,5207,720331,139139,0,555,72403.0,2851,1092062,1055696,355838,385.0,3686,3.0,146388,37345,2271657,6553,471,51708,377533,30582,3820,72616.0,40179.0,779667,603,583,212,0
84,84,3,Tamil Nadu,Coimbatore,4,3,0,1755.0,125225,32.0,14470,62596.0,675153,668312,3270,156267,2282,519919,80217,98,7924,14097,6993,996,286145,124698,36623,561,90704,230417,1435,435,13938,2635907,1207622,852521,445588,0,2504188,346382,1164,69356,0,273098,82440,6010,"130,058",5995,1958,1241117,1169752,7643,896325,730354,99,886960,6074,3206,884957,635226,266960,310.0,75,37229590,190314,141,34917440,27863,561733,520,7483,220388,692.0,349543,1062,466745,51417,53709,93422,66,353990,237,202265,123574,1728748,3024107,526165,37353.0,1394790,72147030,28342,99,3044145,268951,63273,71781,758,1729297,30861,440520,9138,3569,2868,1083125,484825,3458045,847,757738,211035,1890095,2581.0,81,630809,1567950,1117221,525.0,1854,109489,7282,559777,10,777347,9663,1443252,230026,16,14245,523563,155662,284795,555,72403.0,1112,895691,841918,149920,385.0,1837,2.0,87211,50085,1579517,209677,725,3284,314321,46603,3020,72616.0,40179.0,535911,632,583,212,0
85,85,3,Tamil Nadu,Kancheepuram,0,1,0,1755.0,123421,32.0,39231,62596.0,622095,701330,5912,132855,1354,678374,89343,3262,11193,20605,9949,996,240359,306436,61890,1025,103399,196143,832,990,8349,3013382,1257225,805076,418526,0,2867809,281627,1411,115195,0,312208,97620,11202,"130,058",9902,1138,1401921,1213504,26856,961161,761575,99,732354,3958,1965,774705,665334,474264,310.0,0,37229590,256762,11,34917440,129924,700252,475,21978,183054,692.0,496248,560,535947,63983,67354,188733,11,425865,756,166082,179266,1985294,3546183,634172,37353.0,1611461,72147030,41210,99,3537399,473817,100322,51093,1413,2012958,163172,526886,13344,5581,1993,1181308,492506,3998252,522,715895,173785,2324438,2581.0,155,651240,1673814,1200284,525.0,1854,137686,10013,435671,10,832716,32942,1367378,272514,16,20605,608188,128984,438799,555,72403.0,1620,822329,904619,200738,385.0,797,3.0,68427,54732,2076492,323242,541,4962,325921,37098,1698,72616.0,40179.0,948081,604,583,212,0
86,86,3,Tamil Nadu,Madurai,1,3,0,1755.0,112608,32.0,3207,62596.0,391821,552457,5747,66623,1082,449125,92719,1171,8241,5474,7653,996,228106,180730,65204,762,47472,154348,710,199,6917,2273430,841792,551839,228557,0,2398674,279755,810,83006,0,250285,71390,8561,"130,058",8103,980,1049620,1010441,19034,754141,605700,99,678712,3158,1526,592723,530152,205098,310.0,28,37229590,97711,56,34917440,62999,491822,304,8602,234611,692.0,434208,502,525151,41298,39350,246100,28,325803,305,153915,139168,1511777,2847799,453509,37353.0,1223810,72147030,11096,99,2760502,203878,34097,26772,2055,1526475,90919,363152,10479,2532,1632,902704,451928,3038252,372,593827,168881,1683620,2581.0,129,472221,1354632,913715,525.0,1854,54832,7350,298527,10,618922,23070,1173902,372828,16,5622,532616,113256,417718,555,72403.0,520,714764,708942,95311,385.0,738,3.0,30852,47293,1528178,283179,458,1532,258941,40659,1482,72616.0,40179.0,408976,623,583,212,0
87,87,3,Tamil Nadu,Ramanathapuram,1,1,0,1755.0,51020,32.0,48007,62596.0,100484,215193,1395,29619,226,107292,173767,25155,6654,546,6240,996,67893,116827,77511,845,16266,53869,151,86,2340,978946,250108,130578,49605,0,1186606,51959,3192,56029,0,105978,38952,7704,"130,058",4182,268,442459,417239,22842,291400,232329,99,190837,1282,504,126761,217349,125015,310.0,0,37229590,91139,14,34917440,13731,270430,112,6552,246909,692.0,217014,185,293886,18385,16785,198377,14,125445,36,50029,67432,670787,1293898,189132,37353.0,536487,72147030,1105,99,1047411,123993,5172,21480,1170,682658,26315,97405,8534,2471,778,392751,210226,1353445,75,252888,208038,750468,2581.0,217,120474,602977,389764,525.0,1854,5886,5592,34430,10,252000,52359,486150,153874,16,559,236511,37331,290478,555,72403.0,154,244729,284169,22379,385.0,112,2.0,5524,25228,708322,197472,265,29,93892,12698,453,72616.0,40179.0,249008,626,583,212,0
88,88,3,Tamil Nadu,Salem,0,1,0,1755.0,132976,32.0,79818,62596.0,448968,611941,32290,176899,1380,955045,257004,414,8622,58880,10005,996,196973,133130,98845,609,46638,176298,943,174,8169,2285562,841443,573822,352121,0,2335432,199211,1706,104034,0,242306,98849,6260,"130,058",34442,1197,1000455,1170352,6722,835377,678452,99,723966,3912,1727,597539,564666,294062,310.0,10,37229590,53841,30,34917440,77409,706525,310,4547,188672,692.0,593208,523,571061,38760,60365,345077,20,441388,246,196664,157811,1700485,3290477,457866,37353.0,1285107,72147030,119369,99,3326357,286450,20660,36933,1128,1781571,96292,296399,16423,1938,2185,1083797,610363,3482056,437,713294,95487,1787896,2581.0,80,321173,1694160,1029479,525.0,1854,39279,7933,226846,10,650064,9970,1561030,454210,16,60489,518763,141704,572813,555,72403.0,412,681331,749932,63867,385.0,515,2.0,30660,141503,1737345,495095,642,992,277832,54960,1720,72616.0,40179.0,580512,608,583,212,0
89,89,3,Tamil Nadu,Thiruvallur,1,1,0,1755.0,117828,32.0,53570,62596.0,621907,671689,5948,133464,1348,610048,73444,858,10766,23551,10795,996,222750,290136,63193,1021,78827,185181,876,951,7731,2791721,1135784,786843,363741,0,2687680,291863,412,103687,0,303091,93063,12554,"130,058",11779,1137,1296010,1119433,41640,909400,717165,99,625071,3672,1732,732196,630578,410526,310.0,0,37229590,233633,53,34917440,148885,636443,474,18959,181452,692.0,531907,455,461918,62993,66378,151979,53,374923,530,150892,164709,1852042,3297728,622789,37353.0,1495711,72147030,47243,99,3325823,411120,75634,76666,1374,1876062,175520,451321,17057,4419,1940,1103563,434491,3728104,472,643614,143093,2190050,2581.0,130,636991,1538054,1154775,525.0,1854,112276,9615,343722,10,772398,44284,1247918,270586,16,23692,600731,118838,387237,555,72403.0,1422,805187,857364,174279,385.0,580,3.0,54505,58240,1925296,280985,539,3693,321799,32054,1592,72616.0,40179.0,821646,602,583,212,0
90,90,3,Tamil Nadu,Tiruvannamalai,0,1,0,1755.0,83936,32.0,32837,62596.0,176242,382614,2926,102902,389,672427,292641,915,9562,44998,4166,996,73410,268105,33865,968,19983,90489,271,157,4189,1626813,373753,262010,138956,0,1782712,47934,700,105226,0,174560,77068,9408,"130,058",3628,483,717010,710163,2850,549077,422698,99,496596,2317,798,147061,345750,282615,310.0,0,37229590,66987,10,34917440,40597,536269,253,3486,203879,692.0,401432,324,442688,23596,36454,331254,10,309133,110,96016,126599,1228986,2455139,343955,37353.0,909803,72147030,90954,99,2294369,282714,6445,25166,310,1235889,53134,158041,12541,1956,1519,738995,499182,2464875,118,477668,91636,1226698,2581.0,149,135162,1238177,683904,525.0,1854,10740,8445,157967,10,389329,4775,970072,525063,16,45956,423135,68693,563102,555,72403.0,232,349169,505170,27529,385.0,131,2.0,7851,46720,1301347,449825,545,7898,165526,27323,807,72616.0,40179.0,565329,606,583,212,0
91,91,3,Tamil Nadu,Virudhunagar,1,0,0,1755.0,89882,32.0,4158,62596.0,235005,355973,9753,64628,615,403246,57153,103,3150,1112,4232,996,109937,96092,43124,239,23643,103255,416,87,4300,1398788,649005,317795,119486,0,1450277,149739,1504,46868,0,138306,36597,3392,"130,058",11927,595,638413,734724,16410,505950,410503,99,453098,2106,921,370942,308362,198704,310.0,0,37229590,67405,23,34917440,35098,379629,328,3914,163264,692.0,380659,298,398670,21904,35156,222337,23,282826,75,133899,87049,974579,1853523,230321,37353.0,760375,72147030,2294,99,1822626,201127,10219,16606,684,967709,61793,167506,7084,1570,1185,579111,371047,1942288,199,378174,47838,992130,2581.0,39,167021,950158,575006,525.0,1854,17403,2872,116349,10,353909,18701,854066,208702,16,1182,317054,89433,363782,555,72403.0,245,498189,457317,37357,385.0,321,3.0,9845,35298,987538,283237,364,98,165669,44466,893,72616.0,40179.0,399831,625,583,212,0
92,92,4,Bihar,Arwal,0,1,0,238.0,7948,43.0,2380,2299.0,4176,46359,227,41524,11,290095,49127,67,11654,307,1859,918,35782,75077,6362,2549,1051,9825,6,323,621,386351,35771,51433,7667,0,482480,943,46,43242,0,48822,25292,17898,"94,163",774,68,151072,144294,1087,2203,72909,100,1659,391,126,9960,60636,72885,33.0,0,92341436,390,1,11758016,159,116189,1560,1579,123288,930.0,28154,4,118311,1883,1435,66370,1,55439,60,10304,20146,337346,772575,81975,5936.0,235279,104099452,590,100,634099,68429,413,2449,7,363497,111974,27945,9033,1814,265,167991,68363,700843,5,98550,64259,464489,2146.0,1010,27875,236354,156031,103.0,2007,360,8095,83287,0,63570,1207,161277,144698,6,283,80704,8041,134334,"1,102",15885.0,59,112002,11482,6378,63.0,0,2.0,1386,6758,444448,88764,149,74,16388,2263,72,17796.0,6083.0,141314,240,128,16,2
93,93,4,Bihar,Bhojpur,1,0,0,238.0,34932,43.0,4543,2299.0,45763,142899,1326,152852,78,1005140,190896,464,58276,6614,6854,918,119372,310484,24348,13900,9622,29472,48,647,2600,1599151,218737,216412,43689,0,2172525,9625,268,150381,0,163303,94321,88646,"94,163",2527,243,625665,511927,4615,62153,228026,100,15589,1603,535,77368,246774,222716,33.0,0,92341436,2165,2,11758016,3508,401256,6058,7496,581580,930.0,78650,21,605307,11934,10630,199143,2,206776,48,33629,63618,1298027,3177665,313509,5936.0,973486,104099452,13977,100,2518216,202686,3661,7772,81,1430380,387248,131137,35885,5559,1068,640283,182210,2728407,30,387389,197819,1905914,2146.0,7473,112983,822493,613072,103.0,2007,4227,36903,312557,0,268330,5428,512009,364875,6,7363,367059,25259,434559,"1,102",15885.0,544,386150,87879,34658,63.0,53,2.0,7391,47985,1722387,296961,602,1472,49809,8370,264,17796.0,6083.0,425402,231,128,16,2
94,94,4,Bihar,Buxar,2,3,0,238.0,20387,43.0,4471,2299.0,27362,88936,589,92957,31,457814,132472,301,37653,12722,3597,918,78643,209775,19459,9136,4408,18203,19,5090,1556,989807,127938,130771,26325,0,1344677,4718,212,96849,0,89306,59439,56545,"94,163",1201,135,396263,334657,3395,46760,144919,100,10728,966,313,35405,162604,131821,33.0,0,92341436,2125,25,11758016,3437,254972,2628,1858,331675,930.0,54463,8,420187,7107,5224,131627,25,137996,57,20068,40198,818375,1802491,178044,5936.0,593544,104099452,26824,100,1591454,119916,1784,3645,94,887977,240965,64117,27055,2228,653,402180,136142,1706352,12,253998,105423,1168030,2146.0,5116,64826,538322,375372,103.0,2007,2034,23401,188476,0,174119,4002,328547,251790,6,14102,256124,15443,299252,"1,102",15885.0,248,244087,48405,19324,63.0,25,3.0,5341,26122,1074754,194429,392,97,30535,4625,143,17796.0,6083.0,251737,232,128,16,2
95,95,4,Bihar,Gaya,0,1,0,238.0,44524,43.0,57516,2299.0,57738,252000,2139,164629,118,1953368,370759,1279,87698,1463,11887,918,161992,657005,131370,20540,10951,51094,73,870,3998,2297613,422620,260921,59202,0,2784730,18754,1505,262055,0,191824,161407,122997,"94,163",4938,330,928810,807571,8979,112617,396876,100,37002,2463,813,111282,356281,683943,33.0,4,92341436,3943,6,11758016,15636,665673,12165,19345,902272,930.0,246837,32,757690,16741,12047,429584,2,294227,108,53453,114166,2124852,4738098,342254,5936.0,1368803,104099452,3098,100,3876395,650408,6856,18890,573,2266566,577098,131163,51489,107429,1650,1076170,587892,4391418,45,537333,488121,2727356,2146.0,9809,167232,1664062,936630,103.0,2007,7865,57349,312298,0,383973,12336,1007057,783505,6,1635,447480,43065,696289,"1,102",15885.0,913,648810,107970,57011,63.0,75,3.0,11827,87178,2810026,516431,979,1723,86740,10388,362,17796.0,6083.0,1334351,236,128,16,2
96,96,4,Bihar,Munger,3,0,0,238.0,21424,43.0,48900,2299.0,49141,130791,1030,59858,75,498676,45953,419,9066,10409,13116,918,56958,193256,43505,1638,4853,30778,46,95,1424,801817,167566,109560,24259,0,849734,11182,862,85773,1,101907,33704,18796,"94,163",2634,137,328076,308063,4871,90461,199555,100,20237,861,307,85782,138260,97195,33.0,6,92341436,1815,65,11758016,7168,248457,1855,2576,226699,930.0,93833,20,158699,6558,4394,154189,58,112707,61,28389,52077,638724,1348410,147152,5936.0,473741,104099452,21404,100,1252319,86651,2653,12592,118,729041,184033,64469,20065,2586,554,327453,99205,1367765,29,188319,110416,941107,2146.0,463,102385,426658,316713,103.0,2007,2838,6965,126411,0,149671,6270,233402,196449,6,10995,146414,23445,222281,"1,102",15885.0,338,236192,69973,17946,63.0,42,3.0,3755,16690,860147,158542,287,145,47936,4944,157,17796.0,6083.0,183846,226,128,16,2
97,97,4,Bihar,Patna,1,6,0,238.0,77267,43.0,32808,2299.0,321307,411646,4474,223867,473,2590473,271216,1105,86592,4352,24702,918,227469,510619,97253,18736,33562,83095,293,1062,7065,3459679,867118,562795,176114,0,4920726,104162,885,328240,0,463361,183921,139437,"94,163",7981,692,1431632,1210094,14948,546859,609661,100,231255,4202,1877,552103,590486,482088,33.0,5,92341436,12551,33,11758016,90643,829728,11250,21668,1244842,930.0,252246,129,1095655,38617,46126,394646,28,430595,203,78118,175456,2759953,7511199,698351,5936.0,2028047,104099452,9069,100,5356075,438830,40692,33740,463,3078512,666585,452340,71080,13609,2325,1436411,445475,5838465,180,815638,439952,3956579,2146.0,7766,507581,1881886,1382654,103.0,2007,61156,60090,607942,0,662665,17401,1371267,658203,6,4717,920051,60489,657991,"1,102",15885.0,4803,899309,453344,132582,63.0,476,3.0,49821,85349,3626564,433555,1091,2151,153095,17629,821,17796.0,6083.0,920918,230,128,16,2
98,98,4,Bihar,Rohtas,0,2,0,238.0,33837,43.0,8126,2299.0,41659,166203,1544,163333,73,876443,218087,471,58724,15251,6234,918,123491,382440,26201,13663,8169,32977,45,1584,1555,1799832,252736,248462,49892,0,2188753,15995,556,166881,0,194928,103275,87548,"94,163",2969,167,738049,608061,5613,114893,260042,100,25242,951,363,95678,291988,286596,33.0,0,92341436,2889,9,11758016,5158,433720,5119,6185,535187,930.0,73129,20,548971,12400,16006,207416,9,224824,537,35246,75928,1416372,3065196,333053,5936.0,1061783,104099452,31650,100,2645415,262950,4594,5419,121,1543546,412516,161555,28748,3809,588,707939,216940,2959918,28,407193,300487,2035039,2146.0,7318,128652,924879,673742,103.0,2007,4727,37743,356548,0,312557,6761,542439,405544,6,16399,399053,27143,512383,"1,102",15885.0,2569,432151,106218,36279,63.0,46,3.0,10819,48512,1875174,322377,299,252,57298,8103,187,17796.0,6083.0,549546,234,128,16,2
99,99,4,Bihar,Saran,1,0,0,238.0,54359,43.0,24127,2299.0,51822,226877,1249,203347,70,1313700,232097,404,70773,18464,7986,918,243581,494711,52347,16311,9488,47876,43,229,3667,2157454,272570,276656,68604,0,2653504,8764,435,238266,0,213251,132367,124352,"94,163",2889,355,871687,777622,6158,94787,384243,100,27833,2279,726,76299,398651,242976,33.0,1,92341436,2330,3,11758016,5389,628222,3010,7282,793945,930.0,207758,19,693465,15821,9848,365086,2,431759,107,52247,101370,1929041,3967204,361171,5936.0,1285767,104099452,36786,100,3534772,231090,4509,7473,71,2022821,578710,148065,55407,3330,1553,857660,182571,3951862,27,585386,406449,2911631,2146.0,7004,137526,1040231,847031,103.0,2007,5009,47458,381637,0,423960,7068,545520,493461,6,18322,433759,38867,701323,"1,102",15885.0,371,586793,128169,37442,63.0,52,2.0,10948,42103,2516115,495841,892,322,77631,13380,374,17796.0,6083.0,474066,219,128,16,2
100,100,4,Bihar,Vaishali,1,0,0,238.0,43282,43.0,31303,2299.0,47300,285265,861,152019,44,1479152,255017,909,41647,1042,22210,918,200083,344338,77755,8375,9675,61291,27,362,2930,1926740,265732,208882,60246,0,2271286,6879,458,217871,1,178320,112105,67578,"94,163",2385,240,774164,750811,6561,70001,435592,100,18159,1827,573,51494,365200,387827,33.0,0,92341436,2203,2,11758016,11051,620927,7339,5106,810191,930.0,295371,12,487594,15248,9094,423744,1,397202,71,61912,122845,1650486,3750438,291392,5936.0,1152576,104099452,2274,100,3152346,350204,4810,20756,183,1844535,569778,124448,76918,73156,1254,858648,201696,3495021,17,486032,333980,2434677,2146.0,2862,171904,1060344,759132,103.0,2007,4366,30410,259500,0,390123,8111,716006,502637,6,1232,370247,51344,699317,"1,102",15885.0,707,563063,101269,39564,63.0,35,2.0,11316,36958,2176701,453163,773,246,101129,10568,252,17796.0,6083.0,738031,220,128,16,2
